id,token0_symbol,token0_id,token1_symbol,token1_id
0xe444f079e8f69ee32b2707974b5c994fa7dd944a,BOT,0x5beabaebb3146685dd74176f68a0721f91297d37,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0xe571b939062474bfeb593a3f80fee9d2265b3b18,FLOKI,0x2de72ada48bdf7bac276256d3f016fe058490c34,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x51fe8e8fa3f9f10288fa8c2aff1400f887d21c42,MITx,0x4a527d8fc13c5203ab24ba0944f4cb14658d1db6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0xe2f021411a15f677100a79f1bf6afd89d00c778b,SLINK,0x10bae51262490b4f4af41e12ed52a0e744c1137a,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x8d50d0fd88016ea63229e432803db4069c40db09,pBTC,0x5228a22e72ccc52d415ecfd199f99d0665e7733b,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x4d7324471e0e4fa908e5573c5f0a4e1ccbb8ad8b,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,FAI,0xcda2f16c6aa895d533506b426aff827b709c87f5
0x7586e4a1e7d950912544732ed533e4a448317225,CLIQ,0x0def8d8adde14c9ef7c2a986df3ea4bd65826767,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0xc433e27c2b7a77e4021524a90354b9922c825335,RDT,0x4740735aa98dc8aa232bd049f8f0210458e7fca3,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x5a265315520696299fa1ece0701c3a1ba961b888,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ROT,0xd04785c4d8195e4a54d9dec3a9043872875ae9e2
0x01e6dd22de77b0742f77d428a484d23fd2694536,Fortune,0x9f009d03e1b7f02065017c90e8e0d5cb378eb015,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x5a20f9b0d8cffb758e65b8fb8191aa2bc1b26d47,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1-UP,0xc86817249634ac209bc73fca1712bbd75e37407d
0xa4f35395910d7a4ff110669ced4b70227a166877,MRCH,0xbed4ab0019ff361d83ddeb74883dac8a70f5ea1e,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x3f759c3f4cdba32e69ddf607e0cdcc2547061b97,GFARM2,0x831091da075665168e01898c6dac004a867f1e1b,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x163d38e33b16697e69249665daadb50be81e7f72,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,PKEX,0xe6f143a0e0a8f24f6294ce3432ea10fad0206920
0xe6c804ff4ec692e6808c0d032cdbc03772fc4d42,renZEC,0x1c5db575e2ff833e46a2e9864c22f4b22e0b37c2,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0xffe8df2f623bfd954d785809185beb291330c70d,UPI,0x70d2b7c19352bb76e4409858ff5746e500f2b67c,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x931e8d3c0fadf7a3549b9831d8c7b2b4c86981d7,PSLIP,0x36ce7a52cda404b8fa87a98d0d17ec7dd0b144ed,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0xfcc3a312a65ffca5d54e61a7d0e6d95e9875f1b1,SOAR,0xbae5f2d8a1299e5c4963eaff3312399253f27ccb,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1adac7de5c5d9894a4f6a80868ade96f8a2ed0eb,BT,0x76c5449f4950f6338a393f53cda8b53b0cd3ca3a,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x6be8b276d12d5600c2d74dc1993f9a8600c849cd,KAWA,0x17a4ae8b1ea75d51ab0f2875b80452f7e34c272a,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0xf86d6fe9e28ed805864e2fca51febfe8beca323c,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,FLOW,0xc6e64729931f60d2c8bc70a27d66d9e0c28d1bf9
0xe5d6fc7323d74ad440ca53d3e53252427ad632ed,BRAINS,0x39317b8a1ae06c30bb615d88cdc5522781499f1c,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x2e8b685abe0af1e05949c22227164dc58c133e68,BDT,0x7bce667ef12023dc5f8577d015a2f09d99a5ef58,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0xd2d717cf165dc083530fe23588f74ffed15683d0,DRCT,0x9d561d63375672abd02119b9bc4fb90eb9e307ca,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0xec7a1a2896d4b9d7014fa7be2aa936c8a76a8072,MATTER,0x9b99cca871be05119b2012fd4474731dd653febe,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x577349ecd462a369ab71908a260ae1e2d8982b74,KOMET,0x6cfb6df56bbdb00226aeffcdb2cd1fe8da1abda7,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x70e567076184803a43aa0ceae4e67ba31cbf89e1,ELE,0x48be867b240d2ffaff69e0746130f2c027d8d3d2,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x9a4d5580497abde06df106b5cd2d2ecbed7b09c9,TANGO,0x182f4c4c97cd1c24e1df8fc4c053e5c47bf53bef,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0xfe55b5962e7469c72e27e2ac2fe67721f49def27,RELI,0x0e58ed58e150dba5fd8e5d4a49f54c7e1e880124,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x4dfcb1482878ededccd6cc19f9d043cdd56ffd06,ECO,0x191557728e4d8caa4ac94f86af842148c0fa8f7e,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7
0xd07d843cd1d769cdf918be8a3c2c0b708889f7fc,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,OPCT,0xdb05ea0877a2622883941b939f0bb11d1ac7c400
0xdcec563a15b0de0fdfc19c97d5ee18a5570fed7f,GUILD,0x83e9f223e1edb3486f876ee888d76bfba26c475a,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0xcf7a4c424df675a23362965714f338b21dcf8d5d,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,LYM,0xc690f7c7fcffa6a82b79fab7508c466fefdfc8c5
0x9330fb8ca1cdcbebcbd573c85087708b4c48389c,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Zuki,0xe561c5973a3ef6aec52b8b1b10eb529c69e1bfc8
0x2caccf71bdf8fff97c06a46eca29b611b1a74b5e,SWFL,0xba21ef4c9f433ede00badefcc2754b8e74bd538a,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x5d08f27f9de77c2c3f1afe183b63e1c29339823d,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,NEX,0xe2dc070524a6e305ddb64d8513dc444b6a1ec845
0x9572e4c0c7834f39b5b8dff95f211d79f92d7f23,SENATE,0x34be5b8c30ee4fde069dc878989686abe9884470,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x781ce9a6808503261ab27973f3a34dd9f851a6fc,CAT,0x56015bbe3c01fe05bc30a8a9a9fd9a88917e7db3,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
